year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,season,time_of_day,wind_NE,wind_NW,wind_SE,wind_cv,temp_dewp_gap,wind_pressure,precip_total,is_heating_season,cluster,air_quality,pm2.5
2014,7,23,6,18,23.0,1005.0,1.35,0,0,2,0,0,0,0,1,5.0,1356.75,0,0,4,Good,13.0
2014,9,7,15,17,30.0,1005.0,16.54,0,0,3,2,0,0,1,0,13.0,16622.7,0,0,1,Unhealthy_Sensitive,79.0
2010,9,22,12,-2,20.0,1024.0,9.83,0,0,3,1,0,1,0,0,22.0,10065.92,0,0,0,Moderate,72.0
2011,8,7,3,22,23.0,1007.0,1.78,0,0,2,0,0,0,0,1,1.0,1792.46,0,0,4,Moderate,72.0
2010,11,2,20,-6,10.0,1024.0,24.58,0,0,3,3,0,0,1,0,16.0,25169.92,0,1,1,Moderate,72.0
2012,9,7,4,18,18.0,1015.0,3.58,0,0,3,0,1,0,0,0,0.0,3633.7,0,0,5,Unhealthy,139.0
2011,3,16,1,-15,1.0,1026.0,0.89,0,0,1,0,0,0,0,1,16.0,913.14,0,1,2,Good,17.0
2010,7,5,23,15,26.0,998.0,1.34,0,0,2,3,0,0,0,1,11.0,1337.3200000000002,0,0,4,Moderate,44.0
2013,7,23,23,19,25.0,999.0,36.66,0,0,2,3,0,0,1,0,6.0,36623.34,0,0,1,Moderate,48.0
2014,8,19,13,19,32.0,1011.0,4.02,0,0,2,2,0,0,1,0,13.0,4064.2199999999993,0,0,1,Moderate,69.0
2013,8,3,4,17,22.0,1003.0,1.79,0,0,2,0,0,0,1,0,5.0,1795.37,0,0,1,Good,25.0
2011,8,31,5,22,22.0,1006.0,1.78,0,0,2,0,0,0,1,0,0.0,1790.68,0,0,1,Very_Unhealthy,201.0
2013,3,9,16,-22,10.0,1015.0,52.09,0,0,1,2,0,1,0,0,32.0,52871.350000000006,0,1,3,Good,19.0
2014,5,19,13,16,25.0,1004.0,11.18,0,0,1,2,0,0,1,0,9.0,11224.72,0,0,1,Very_Unhealthy,151.0
2012,9,16,6,11,11.0,1022.0,6.26,0,0,3,0,0,1,0,0,0.0,6397.719999999999,0,0,0,Moderate,41.0
2012,3,24,10,-12,12.0,1020.0,52.09,0,0,1,1,0,1,0,0,24.0,53131.8,0,1,3,Good,19.0
2012,5,12,4,13,15.0,1010.0,0.89,0,0,1,0,0,0,0,1,2.0,898.9,0,0,4,Unhealthy,124.0
2013,8,18,5,15,23.0,1008.0,0.45,0,0,2,0,0,0,0,1,8.0,453.6,0,0,4,Good,18.0
2011,9,15,3,17,18.0,1010.0,1.79,0,0,3,0,1,0,0,0,1.0,1807.9,0,0,5,Very_Unhealthy,186.0
2010,12,26,1,-19,-12.0,1020.0,5.37,0,0,0,0,0,1,0,0,7.0,5477.400000000001,0,1,2,Unhealthy,128.0
2013,3,19,1,-4,1.0,1012.0,52.09,0,0,1,0,0,0,1,0,5.0,52715.08,0,1,3,Good,33.0
2013,8,23,22,17,23.0,1009.0,4.01,0,0,2,3,0,0,0,1,6.0,4046.09,0,0,4,Moderate,43.0
2010,8,25,4,16,18.0,1015.0,0.89,0,0,2,0,0,0,0,1,2.0,903.35,0,0,4,Moderate,69.0
2012,9,11,5,19,20.0,1011.0,0.89,0,0,3,0,0,0,0,1,1.0,899.79,0,0,4,Unhealthy_Sensitive,115.0
2011,1,3,13,-13,-2.0,1030.0,1.78,0,0,0,2,0,0,0,1,11.0,1833.4,0,1,2,Unhealthy,134.0
2011,8,28,3,18,18.0,1011.0,1.34,0,0,2,0,0,0,0,1,0.0,1354.74,0,0,4,Unhealthy_Sensitive,98.0
2011,5,11,12,7,27.0,1006.0,3.13,0,0,1,1,0,1,0,0,20.0,3148.78,0,0,0,Very_Unhealthy,184.0
2013,8,5,7,19,22.0,998.0,6.26,0,0,2,1,0,1,0,0,3.0,6247.48,0,0,0,Moderate,55.0
2010,8,21,3,21,23.0,1013.0,37.56,0,0,2,0,0,0,1,0,2.0,38048.28,0,0,1,Moderate,39.0
2010,1,15,16,-17,-2.0,1037.0,2.23,0,0,0,2,0,0,0,1,15.0,2312.51,0,1,2,Moderate,37.0
2014,7,17,3,20,23.0,1005.0,1.79,0,0,2,0,1,0,0,0,3.0,1798.95,0,0,5,Unhealthy_Sensitive,112.0
2014,7,31,5,23,24.0,1008.0,0.89,0,0,2,0,0,0,0,1,1.0,897.12,0,0,4,Very_Unhealthy,192.0
2014,10,26,10,-8,15.0,1027.0,28.16,0,0,3,1,1,0,0,0,23.0,28920.32,0,0,5,Good,10.0
2014,10,31,3,9,11.0,1022.0,0.89,0,0,3,0,0,1,0,0,2.0,909.58,0,0,0,Very_Unhealthy,223.0
2010,5,30,23,15,20.0,1013.0,7.15,0,0,1,3,0,0,1,0,5.0,7242.950000000001,0,0,1,Unhealthy_Sensitive,94.0
2014,1,17,7,-10,-3.0,1032.0,0.89,0,0,0,1,0,0,0,1,7.0,918.48,0,1,2,Moderate,73.0
2014,2,6,0,-12,-4.0,1029.0,2.68,0,0,0,0,1,0,0,0,8.0,2757.7200000000003,0,1,2,Unhealthy,139.0
2010,8,31,21,20,23.0,1011.0,0.89,0,0,2,3,0,0,0,1,3.0,899.79,0,0,4,Unhealthy_Sensitive,107.0
2012,12,10,8,-13,-7.0,1030.0,3.13,0,0,0,1,0,1,0,0,6.0,3223.9,0,1,2,Moderate,59.0
2012,2,29,10,-6,3.0,1022.0,1.79,0,0,0,1,0,0,1,0,9.0,1829.38,0,1,2,Moderate,72.0
2010,12,17,17,-17,3.0,1012.0,26.81,0,0,0,2,0,0,1,0,20.0,27131.72,0,1,2,Unhealthy,136.0
2010,10,7,14,13,22.0,1015.0,4.92,0,0,3,2,0,0,1,0,9.0,4993.8,0,0,1,Hazardous,283.5
2013,3,9,1,-4,3.0,1002.0,1.78,0,0,1,0,0,0,0,1,7.0,1783.56,0,1,4,Unhealthy_Sensitive,105.0
2013,2,10,14,-22,0.0,1031.0,46.51,0,0,0,2,1,0,0,0,22.0,47951.81,0,1,3,Good,14.0
2010,2,13,17,-20,2.0,1026.0,11.17,0,0,0,2,0,0,1,0,22.0,11460.42,0,1,2,Moderate,64.0
2011,12,22,23,-16,-8.0,1029.0,0.89,0,0,0,3,1,0,0,0,8.0,915.81,0,1,5,Moderate,70.0
2011,10,28,14,4,17.0,1023.0,4.45,0,0,3,2,0,0,0,1,13.0,4552.35,0,0,4,Unhealthy,118.0
2011,11,6,7,3,7.0,1028.0,0.89,0,0,3,1,1,0,0,0,4.0,914.92,0,1,5,Moderate,59.0
2010,11,20,16,0,11.0,1009.0,0.89,0,0,3,2,0,0,1,0,11.0,898.01,0,1,1,Very_Unhealthy,217.0
2012,10,30,4,-4,1.0,1027.0,0.89,0,0,3,0,0,0,0,1,5.0,914.03,0,0,4,Good,12.0
2012,2,6,5,-17,-2.0,1021.0,13.86,0,0,0,0,0,1,0,0,15.0,14151.06,0,1,2,Very_Unhealthy,183.0
2010,11,16,9,-4,-1.0,1023.0,52.09,0,0,3,1,0,1,0,0,3.0,53288.07000000001,0,1,3,Unhealthy_Sensitive,92.0
2014,1,12,6,-24,-6.0,1036.0,39.78,0,0,0,0,0,1,0,0,18.0,41212.08,0,1,3,Good,12.0
2013,4,9,14,-12,12.0,1020.0,52.09,0,0,1,2,0,1,0,0,24.0,53131.8,0,0,3,Good,14.0
2010,9,12,11,13,29.0,1012.0,6.71,0,0,3,1,1,0,0,0,16.0,6790.52,0,0,5,Unhealthy_Sensitive,91.0
2011,12,13,4,-3,-1.0,1027.0,0.89,0,0,0,0,1,0,0,0,2.0,914.03,0,1,5,Unhealthy_Sensitive,88.0
2011,4,29,6,10,13.0,997.0,1.78,0,0,1,0,0,0,0,1,3.0,1774.66,0,0,4,Moderate,72.0
2014,4,25,21,7,19.0,1017.0,29.95,0,0,1,3,0,1,0,0,12.0,30459.15,0,0,0,Unhealthy_Sensitive,104.0
2014,2,23,1,-5,2.0,1032.0,14.31,0,0,0,0,0,0,1,0,7.0,14767.92,0,1,2,Hazardous,279.0
2011,3,27,17,-13,16.0,1020.0,4.92,0,0,1,2,0,0,1,0,29.0,5018.4,0,1,2,Good,13.0
2010,12,6,8,-16,-1.0,1034.0,52.09,0,0,0,1,0,1,0,0,15.0,53861.060000000005,0,1,3,Good,15.0
2014,11,4,8,1,3.0,1017.0,0.89,0,0,3,1,1,0,0,0,2.0,905.13,0,1,5,Moderate,64.0
2013,4,23,15,9,16.0,1008.0,4.02,0,0,1,2,0,0,1,0,7.0,4052.16,0,0,1,Hazardous,258.0
2010,4,11,11,2,6.0,1019.0,52.09,0,0,1,1,0,0,1,0,4.0,53079.71000000001,0,0,1,Moderate,67.0
2013,2,3,5,-6,-3.0,1023.0,1.79,0,0,0,0,0,0,1,0,3.0,1831.17,0,1,2,Very_Unhealthy,191.0
2011,11,4,5,9,11.0,1022.0,0.45,0,0,3,0,0,0,0,1,2.0,459.9,0,1,4,Unhealthy_Sensitive,107.0
2013,6,28,13,22,27.0,1001.0,30.4,0,0,2,2,0,0,1,0,5.0,30430.4,0,0,1,Very_Unhealthy,242.0
2010,9,7,15,14,26.0,1014.0,18.77,0,0,3,2,1,0,0,0,12.0,19032.78,0,0,5,Moderate,41.0
2011,4,2,17,-10,14.0,1025.0,3.13,0,0,1,2,0,0,1,0,24.0,3208.25,0,0,1,Unhealthy,127.0
2013,3,2,5,-16,-3.0,1036.0,4.92,0,0,1,0,0,1,0,0,13.0,5097.12,0,1,2,Good,10.0
2011,8,16,15,17,32.0,1003.0,3.13,0,0,2,2,0,0,1,0,15.0,3139.39,0,0,1,Good,4.0
2012,6,22,2,19,20.0,1004.0,0.89,0,0,2,0,0,0,0,1,1.0,893.5600000000001,0,0,4,Moderate,71.0
2010,3,5,23,-22,-2.0,1033.0,29.06,0,0,1,3,1,0,0,0,20.0,30018.98,0,1,2,Good,14.0
2011,3,6,20,-16,4.0,1025.0,17.88,0,0,1,3,0,1,0,0,20.0,18327.0,0,1,2,Moderate,72.0
2012,5,24,8,2,22.0,1012.0,3.13,0,0,1,1,1,0,0,0,20.0,3167.56,0,0,5,Good,33.0
2012,2,2,2,-24,-9.0,1041.0,16.09,0,0,0,0,0,1,0,0,15.0,16749.69,0,1,2,Good,13.0
2012,10,27,20,-10,16.0,1020.0,52.09,0,0,3,3,0,1,0,0,26.0,53131.8,0,0,3,Good,19.0
2014,7,2,8,20,22.0,1004.0,0.89,0,0,2,1,0,0,0,1,2.0,893.5600000000001,0,0,4,Moderate,57.0
2014,1,29,22,-10,-4.0,1013.0,8.05,0,0,0,3,0,1,0,0,6.0,8154.650000000001,0,1,2,Very_Unhealthy,205.0
2014,8,21,15,21,32.0,1005.0,10.29,0,0,2,2,0,0,1,0,11.0,10341.45,0,0,1,Unhealthy,134.0
2011,1,27,10,-20,-5.0,1045.0,15.65,0,0,0,1,1,0,0,0,15.0,16354.25,0,1,2,Good,23.0
2010,4,20,12,2,17.0,1019.0,4.47,0,0,1,1,0,0,0,1,15.0,4554.929999999999,0,0,4,Unhealthy_Sensitive,83.0
2010,8,11,0,23,25.0,1007.0,0.89,0,0,2,0,0,0,0,1,2.0,896.23,0,0,4,Very_Unhealthy,182.0
2010,11,22,10,-11,5.0,1023.0,8.5,0,0,3,1,0,1,0,0,16.0,8695.5,0,1,0,Moderate,46.0
2013,6,15,19,19,29.0,1005.0,10.29,0,0,2,3,0,0,1,0,10.0,10341.45,0,0,1,Very_Unhealthy,168.0
2011,2,27,15,-5,1.0,1027.0,49.16,0,0,0,2,1,0,0,0,6.0,50487.32,0,1,3,Good,34.0
2014,1,5,22,-9,-1.0,1027.0,7.15,0,0,0,3,0,0,1,0,8.0,7343.05,0,1,2,Unhealthy_Sensitive,112.0
2012,6,5,5,15,20.0,1004.0,3.58,0,0,2,0,0,1,0,0,5.0,3594.32,0,0,0,Unhealthy_Sensitive,97.0
2012,5,18,12,13,27.0,1007.0,3.13,0,0,1,1,0,0,1,0,14.0,3151.91,0,0,1,Unhealthy_Sensitive,106.0
2012,4,8,20,-12,18.0,1013.0,7.15,0,0,1,3,0,0,1,0,30.0,7242.950000000001,0,0,1,Good,27.0
2014,11,23,9,0,5.0,1026.0,6.71,0,0,3,1,0,1,0,0,5.0,6884.46,0,1,0,Unhealthy_Sensitive,113.0
2011,9,5,19,15,24.0,1012.0,35.76,0,0,3,3,0,0,1,0,9.0,36189.12,0,0,1,Moderate,38.0
2013,2,23,19,-13,5.0,1027.0,1.79,0,0,0,3,0,0,1,0,18.0,1838.33,0,1,2,Very_Unhealthy,185.0
2011,9,10,13,13,14.0,1024.0,38.0,0,0,3,2,0,1,0,0,1.0,38912.0,0,0,0,Good,19.0
2012,11,20,12,-7,9.0,1023.0,3.13,0,0,3,1,0,1,0,0,16.0,3201.99,0,1,0,Moderate,72.0
2010,1,14,13,-17,-5.0,1022.0,28.16,0,0,0,2,0,1,0,0,12.0,28779.52,0,1,3,Moderate,75.0
2010,9,2,19,21,25.0,1014.0,5.36,0,0,3,3,0,0,1,0,4.0,5435.04,0,0,1,Unhealthy,143.0
2013,1,22,19,-5,-5.0,1026.0,17.44,0,0,0,3,0,0,1,0,0.0,17893.440000000002,0,1,2,Hazardous,283.5
2012,12,1,9,-16,-5.0,1033.0,1.78,0,0,0,1,0,0,0,1,11.0,1838.74,0,1,2,Unhealthy_Sensitive,84.0
2012,5,24,19,1,24.0,1009.0,4.47,0,0,1,3,0,0,1,0,23.0,4510.23,0,0,1,Good,17.0
2012,8,24,23,16,20.0,1013.0,4.92,0,0,2,3,0,0,1,0,4.0,4983.96,0,0,1,Unhealthy_Sensitive,103.0
2013,4,13,13,2,26.0,1002.0,11.18,0,0,1,2,0,1,0,0,24.0,11202.36,0,0,0,Moderate,75.0
2014,5,21,5,12,16.0,1006.0,0.89,0,0,1,0,1,0,0,0,4.0,895.34,0,0,5,Unhealthy_Sensitive,85.0
2013,5,15,18,7,25.0,1014.0,22.8,0,0,1,2,0,0,1,0,18.0,23119.2,0,0,1,Moderate,39.0
2014,1,26,14,-12,2.0,1027.0,34.88,0,0,0,2,0,0,1,0,14.0,35821.76,0,1,2,Moderate,49.0
2013,4,19,11,1,7.0,1026.0,40.24,0,0,1,1,0,0,1,0,6.0,41286.240000000005,0,0,1,Moderate,43.0
2012,11,1,23,4,8.0,1020.0,13.86,0,0,3,3,0,0,1,0,4.0,14137.2,0,1,1,Very_Unhealthy,172.0
2010,12,13,11,-24,-5.0,1031.0,52.09,0,0,0,1,1,0,0,0,19.0,53704.79,0,1,3,Good,18.0
2014,8,19,10,19,29.0,1013.0,0.89,0,0,2,1,0,0,0,1,10.0,901.57,0,0,4,Unhealthy_Sensitive,97.0
2014,7,10,10,14,33.0,1001.0,14.31,0,0,2,1,0,1,0,0,19.0,14324.31,0,0,0,Good,28.0
2014,7,7,11,22,29.0,1004.0,16.55,0,0,2,1,0,0,1,0,7.0,16616.2,0,0,1,Unhealthy_Sensitive,103.0
2011,8,29,15,20,29.0,1008.0,11.18,0,0,2,2,0,0,1,0,9.0,11269.44,0,0,1,Moderate,72.0
2014,12,6,18,-17,2.0,1026.0,8.95,0,0,0,2,0,0,1,0,19.0,9182.7,0,1,2,Moderate,61.0
2012,6,14,11,13,26.0,1004.0,3.13,0,0,2,1,0,1,0,0,13.0,3142.52,0,0,0,Good,6.0
2011,2,12,20,-16,-4.0,1029.0,20.57,0,0,0,3,0,0,1,0,12.0,21166.53,0,1,2,Moderate,39.0
2014,7,19,12,23,36.0,1009.0,10.28,0,0,2,1,0,0,1,0,13.0,10372.52,0,0,1,Moderate,66.0
2011,12,15,6,-18,-7.0,1036.0,4.92,0,0,0,0,0,1,0,0,11.0,5097.12,0,1,2,Good,19.0
2010,2,11,0,-22,-3.0,1035.0,52.09,0,0,0,0,1,0,0,0,19.0,53913.15,0,1,3,Good,11.0
2011,1,20,0,-22,-8.0,1033.0,1.79,0,0,0,0,0,1,0,0,14.0,1849.07,0,1,2,Good,17.0
2011,3,7,21,-15,4.0,1020.0,52.09,0,0,1,3,0,1,0,0,19.0,53131.8,0,1,3,Moderate,46.0
2012,3,10,20,-22,-2.0,1032.0,52.09,0,0,1,3,0,1,0,0,20.0,53756.880000000005,0,1,3,Good,9.0
2013,4,15,9,-4,13.0,1005.0,3.13,0,0,1,1,0,0,0,1,17.0,3145.65,0,0,4,Moderate,62.0
2014,12,18,9,-12,-4.0,1031.0,16.99,0,0,0,1,0,1,0,0,8.0,17516.69,0,1,2,Unhealthy,136.0
2010,9,11,15,12,32.0,1008.0,0.89,0,0,3,2,0,0,0,1,20.0,897.12,0,0,4,Moderate,72.0
2012,12,9,7,-23,-10.0,1028.0,52.09,0,0,0,1,0,1,0,0,13.0,53548.52,0,1,3,Good,16.0
2012,3,8,12,-22,2.0,1032.0,8.94,0,0,1,1,1,0,0,0,24.0,9226.08,0,1,2,Good,18.0
2014,5,14,14,-1,22.0,1006.0,52.09,0,0,1,2,0,1,0,0,23.0,52402.54,0,0,3,Good,14.0
2012,4,22,13,11,20.0,1003.0,3.58,0,0,1,2,0,0,1,0,9.0,3590.74,0,0,1,Very_Unhealthy,167.0
2012,4,10,17,7,20.0,1006.0,52.09,0,0,1,2,0,0,1,0,13.0,52402.54,0,0,1,Moderate,50.0
2014,8,13,0,18,22.0,1008.0,5.81,0,0,2,0,0,0,1,0,4.0,5856.48,0,0,1,Good,23.0
2012,1,3,23,-20,-6.0,1035.0,52.09,0,0,0,3,0,1,0,0,14.0,53913.15,0,1,3,Good,16.0
2012,12,23,1,-24,-10.0,1039.0,52.09,0,0,0,0,0,1,0,0,14.0,54121.51,0,1,3,Good,10.0
2014,11,4,18,3,8.0,1014.0,1.34,0,0,3,2,0,0,0,1,5.0,1358.76,0,1,4,Very_Unhealthy,157.0
2010,1,4,23,-26,-15.0,1035.0,52.09,0,0,0,3,0,1,0,0,11.0,53913.15,0,1,3,Good,31.0
2010,11,16,23,-4,-1.0,1023.0,52.09,0,0,3,3,0,1,0,0,3.0,53288.07000000001,0,1,3,Very_Unhealthy,227.0
2013,9,10,3,16,19.0,1011.0,1.79,0,0,3,0,0,0,1,0,3.0,1809.69,0,0,1,Unhealthy_Sensitive,107.0
2011,1,4,9,-14,-9.0,1028.0,1.79,0,0,0,1,1,0,0,0,5.0,1840.12,0,1,2,Moderate,74.0
2011,12,3,13,-10,5.0,1025.0,1.79,0,0,0,2,0,0,0,1,15.0,1834.75,0,1,2,Good,29.0
2013,11,8,22,1,8.0,1021.0,2.68,0,0,3,3,0,0,0,1,7.0,2736.28,0,1,4,Very_Unhealthy,169.0
2013,3,30,17,0,7.0,1020.0,33.53,0,0,1,2,0,0,1,0,7.0,34200.6,0,1,2,Unhealthy_Sensitive,104.0
2010,9,26,19,4,17.0,1015.0,9.84,0,0,3,3,0,0,1,0,13.0,9987.6,0,0,1,Moderate,72.0
2014,8,2,21,23,31.0,1002.0,1.79,0,0,2,3,0,0,1,0,8.0,1793.58,0,0,1,Unhealthy_Sensitive,115.0
2012,6,19,2,17,23.0,1002.0,25.48,0,0,2,0,0,0,1,0,6.0,25530.96,0,0,1,Very_Unhealthy,219.0
2012,4,25,11,-8,18.0,1009.0,52.09,0,0,1,1,0,1,0,0,26.0,52558.810000000005,0,0,3,Good,16.0
2011,11,21,3,-5,-3.0,1031.0,3.58,0,0,3,0,0,1,0,0,2.0,3690.98,0,1,0,Unhealthy,123.0
2013,10,10,14,0,20.0,1012.0,52.09,0,0,3,2,0,1,0,0,20.0,52715.08,0,0,3,Good,16.0
2012,7,16,5,19,21.0,1008.0,0.89,0,0,2,0,0,0,0,1,2.0,897.12,0,0,4,Moderate,68.0
2012,4,24,23,10,13.0,1008.0,52.09,0,0,1,3,0,1,0,0,3.0,52506.72,0,0,3,Good,14.0
2012,7,25,16,25,28.0,1006.0,29.07,0,0,2,2,0,0,1,0,3.0,29244.42,0,0,1,Moderate,62.0
2014,11,1,15,-7,16.0,1018.0,37.55,0,0,3,2,0,1,0,0,23.0,38225.9,0,1,3,Good,12.0
2010,7,19,9,24,27.0,1007.0,52.09,0,0,2,1,0,0,1,0,3.0,52454.630000000005,0,0,1,Very_Unhealthy,232.0
2011,2,15,11,-9,-4.0,1029.0,0.89,0,0,0,1,0,0,0,1,5.0,915.81,0,1,2,Very_Unhealthy,214.0
2010,12,6,9,-18,0.0,1035.0,52.09,0,0,0,1,0,1,0,0,18.0,53913.15,0,1,3,Good,15.0
2010,5,16,23,14,15.0,1013.0,52.09,0,0,1,3,0,0,1,0,1.0,52767.170000000006,0,0,1,Moderate,47.0
2013,12,8,0,-2,2.0,1020.0,3.57,0,0,0,0,0,0,0,1,4.0,3641.4,0,1,4,Hazardous,283.5
2010,12,25,21,-19,-12.0,1022.0,0.89,0,0,0,3,1,0,0,0,7.0,909.58,0,1,5,Unhealthy,117.0
2014,7,29,13,19,34.0,1003.0,52.09,0,0,2,2,0,0,1,0,15.0,52246.27,0,0,1,Unhealthy_Sensitive,97.0
2012,8,2,10,20,27.0,1009.0,3.13,0,0,2,1,1,0,0,0,7.0,3158.17,0,0,5,Good,10.0
2012,5,13,3,14,15.0,1010.0,52.09,0,0,1,0,0,0,1,0,1.0,52610.9,0,0,1,Very_Unhealthy,157.0
2013,3,20,23,-3,2.0,1019.0,32.18,0,0,1,3,0,0,1,0,5.0,32791.42,0,1,2,Unhealthy,119.0
2010,2,5,23,-11,-6.0,1033.0,13.41,0,0,0,3,0,0,1,0,5.0,13852.53,0,1,2,Moderate,58.0
2012,11,3,1,7,8.0,1021.0,1.79,0,0,3,0,0,0,0,1,1.0,1827.59,0,1,4,Very_Unhealthy,212.0
2014,10,11,12,15,18.0,1021.0,9.84,0,0,3,1,0,0,1,0,3.0,10046.64,0,0,1,Very_Unhealthy,246.0
2011,1,1,0,-21,-9.0,1033.0,52.09,0,0,0,0,0,1,0,0,12.0,53808.97,0,1,3,Moderate,72.0
2010,7,7,20,19,28.0,1005.0,1.79,0,0,2,3,1,0,0,0,9.0,1798.95,0,0,5,Unhealthy_Sensitive,79.0
2010,4,30,7,-6,14.0,1017.0,52.09,0,0,1,1,0,1,0,0,20.0,52975.530000000006,0,0,3,Good,32.0
2012,6,16,15,9,36.0,1002.0,1.79,0,0,2,2,0,0,0,1,27.0,1793.58,0,0,4,Good,16.0
2012,8,23,8,14,19.0,1016.0,2.67,0,0,2,1,0,0,0,1,5.0,2712.72,0,0,4,Unhealthy_Sensitive,91.0
2013,2,27,12,-15,14.0,1018.0,4.92,0,0,0,1,0,1,0,0,29.0,5008.56,0,1,2,Moderate,63.0
2014,10,30,17,7,14.0,1021.0,1.34,0,0,3,2,0,0,0,1,7.0,1368.14,0,0,4,Very_Unhealthy,192.0
2012,7,6,22,23,24.0,1002.0,0.89,0,0,2,3,0,0,0,1,1.0,891.78,0,0,4,Very_Unhealthy,189.0
2014,1,30,21,-6,0.0,1020.0,29.51,0,0,0,3,0,0,1,0,6.0,30100.2,0,1,2,Unhealthy,142.0
2014,4,25,14,10,26.0,1016.0,3.13,0,0,1,2,0,0,1,0,16.0,3180.08,0,0,1,Unhealthy,131.0
2013,2,28,21,-20,1.0,1026.0,52.09,0,0,0,3,0,1,0,0,21.0,53444.34,0,1,3,Good,8.0
2010,6,25,3,15,21.0,1009.0,7.16,0,0,2,0,0,0,1,0,6.0,7224.44,0,0,1,Very_Unhealthy,214.0
2013,1,30,3,-5,-4.0,1027.0,30.87,0,0,0,0,0,0,1,0,1.0,31703.49,0,1,2,Hazardous,282.0
2010,4,25,6,7,12.0,1015.0,52.09,0,0,1,0,0,0,1,0,5.0,52871.350000000006,0,0,1,Unhealthy_Sensitive,110.0
2013,10,27,14,1,15.0,1016.0,1.79,0,0,3,2,0,0,1,0,14.0,1818.64,0,0,1,Very_Unhealthy,241.0
2010,9,26,5,13,14.0,1018.0,7.6,0,0,3,0,0,1,0,0,1.0,7736.799999999999,0,0,0,Moderate,72.0
2012,9,27,2,13,13.0,1018.0,0.89,0,0,3,0,0,1,0,0,0.0,906.02,0,0,0,Unhealthy_Sensitive,90.0
2013,12,2,16,-16,11.0,1017.0,1.79,0,0,0,2,0,0,1,0,27.0,1820.43,0,1,2,Unhealthy_Sensitive,93.0
2014,12,8,7,-15,-9.0,1033.0,16.1,0,0,0,1,0,1,0,0,6.0,16631.300000000003,0,1,2,Good,20.0
2010,11,11,4,0,5.0,1009.0,0.89,0,0,3,0,0,0,0,1,5.0,898.01,0,1,4,Unhealthy,149.0
2014,2,2,20,-34,3.0,1020.0,10.73,0,0,0,3,1,0,0,0,37.0,10944.6,0,1,2,Good,9.0
2010,12,9,5,-8,-3.0,1014.0,6.7,0,0,0,0,0,0,1,0,5.0,6793.8,0,1,2,Very_Unhealthy,152.0
2011,7,1,2,23,25.0,1003.0,0.89,0,0,2,0,0,0,0,1,2.0,892.67,0,0,4,Very_Unhealthy,232.0
2013,8,28,2,18,23.0,1002.0,45.14,0,0,2,0,0,0,1,0,5.0,45230.28,0,0,1,Moderate,39.0
2010,1,31,8,-17,0.0,1025.0,52.09,0,0,0,1,0,1,0,0,17.0,53392.25,0,1,3,Good,22.0
2010,6,8,7,13,22.0,1015.0,1.79,0,0,2,1,0,0,1,0,9.0,1816.85,0,0,1,Moderate,72.0
2011,4,16,6,-2,7.0,1019.0,2.23,0,0,1,0,0,0,0,1,9.0,2272.37,0,0,4,Moderate,72.0
2010,8,20,21,22,25.0,1014.0,26.82,0,0,2,3,0,0,1,0,3.0,27195.48,0,0,1,Unhealthy_Sensitive,113.0
2014,2,4,20,-27,-4.0,1028.0,1.78,0,0,0,3,0,0,1,0,23.0,1829.84,0,1,2,Moderate,71.0
2010,6,24,2,14,21.0,1009.0,19.23,0,0,2,0,0,0,1,0,7.0,19403.07,0,0,1,Moderate,63.0
2012,10,22,6,3,10.0,1017.0,13.86,0,0,3,0,0,1,0,0,7.0,14095.62,0,0,0,Good,16.0
2012,9,19,16,4,29.0,1008.0,9.39,0,0,3,2,0,0,1,0,25.0,9465.12,0,0,1,Moderate,58.0
2013,7,14,8,22,25.0,1009.0,52.09,0,0,2,1,0,0,1,0,3.0,52558.810000000005,0,0,1,Unhealthy,127.0
2013,6,23,20,18,27.0,1001.0,20.56,0,0,2,3,0,0,1,0,9.0,20580.56,0,0,1,Moderate,60.0
2013,10,20,1,-2,7.0,1026.0,3.13,0,0,3,0,0,1,0,0,9.0,3211.38,0,0,0,Good,29.0
2012,8,3,21,23,26.0,1007.0,27.72,0,0,2,3,0,0,1,0,3.0,27914.04,0,0,1,Good,33.0
2014,7,30,3,22,23.0,1003.0,4.02,0,0,2,0,0,0,1,0,1.0,4032.06,0,0,1,Moderate,53.0
2014,1,20,3,-23,-1.0,1027.0,52.09,0,0,0,0,0,1,0,0,22.0,53496.43,0,1,3,Good,9.0
2012,4,8,23,-7,18.0,1014.0,15.2,0,0,1,3,0,0,1,0,25.0,15412.8,0,0,1,Moderate,49.0
2011,10,26,19,6,8.0,1024.0,2.67,0,0,3,3,1,0,0,0,2.0,2734.08,0,0,5,Moderate,72.0
2011,1,3,6,-15,-9.0,1032.0,0.89,0,0,0,0,1,0,0,0,6.0,918.48,0,1,2,Very_Unhealthy,167.0
2011,9,13,12,18,21.0,1012.0,13.42,0,0,3,1,0,0,1,0,3.0,13581.04,0,0,1,Unhealthy,126.0
2012,6,23,15,21,25.0,1001.0,0.89,0,0,2,2,0,0,0,1,4.0,890.89,0,0,4,Very_Unhealthy,167.0
2012,1,14,19,-15,-2.0,1025.0,0.89,0,0,0,3,0,0,0,1,13.0,912.25,0,1,2,Moderate,72.0
2011,12,18,16,-18,0.0,1031.0,1.79,0,0,0,2,1,0,0,0,18.0,1845.49,0,1,5,Moderate,45.0
